id_cli,nomb_cli,apell_cli,tip_doc,num_doc,fec_nac,fec_alta,cod_segmento,score_buro,ciudad_res,depto_res,estado_cli,canal_adquis
210,Clara,Urías,IDNAL,7625774078,1973-04-30,2020-11-05,STD,649,Santiago,Región Metropolitana,ACTIVO,APP
211,Clara,Correa,CE,5167393219,1969-10-08,2025-03-03,BAS,353,Cali,Valle del Cauca,ACTIVO,WEB
212,Humberto,Ibarra,IDNAL,1267841227,1964-01-19,2022-01-23,STD,594,Monterrey,Nuevo León,ACTIVO,APP
213,Ivonne,Muñoz,IDNAL,6402059279,1991-06-20,2018-06-24,STD,667,Bogotá,Cundinamarca,INACTIVO,APP
214,María del Carmen,Díaz,IDNAL,2250324141,2005-12-02,2015-09-16,BAS,503,Bogotá,Cundinamarca,ACTIVO,WEB
215,Marcela,Barreto,CE,39262289,1966-12-31,2026-02-10,STD,562,Bogotá,Cundinamarca,ACTIVO,WEB
216,Alexander,Aguayo,PASP,50899550,1978-01-21,2015-11-22,BAS,497,Santiago,Región Metropolitana,ACTIVO,APP
217,Mario,Carbajal,IDNAL,2252218154,1954-08-30,2021-08-18,BAS,342,Lima,Lima,ACTIVO,APP
218,William,Niño,IDNAL,2994607170,1988-02-24,2016-02-20,BAS,340,Ciudad de México,Ciudad de México,ACTIVO,WEB
219,Cristal,Rivera,IDNAL,8830946410,1989-06-06,2017-01-02,BAS,528,Medellín,Antioquia,ACTIVO,WEB
220,Santiago,Ospina,IDNAL,3947728706,1955-12-28,2020-03-18,PRE,714,Barranquilla,Atlántico,ACTIVO,CORRESPONSAL
221,Eduardo,Maldonado,IDNAL,7947526020,2007-01-11,2025-08-02,STD,586,Monterrey,Nuevo León,ACTIVO,WEB
222,Clara,Luna,IDNAL,2422182038,1987-09-03,2022-02-17,STD,642,Medellín,Antioquia,ACTIVO,APP
223,Eloy,Martínez,IDNAL,4621463184,2007-07-15,2016-02-08,STD,569,Buenos Aires,Buenos Aires,ACTIVO,WEB
224,Julián,Rincón,IDNAL,5907413963,1987-11-08,2017-01-21,STD,597,Bogotá,Cundinamarca,ACTIVO,APP
225,Orlando,Borrego,IDNAL,4957341287,1991-12-08,2020-12-26,BAS,613,Medellín,Antioquia,ACTIVO,APP
226,Sandra,Manzanares,IDNAL,1158638062,1947-07-17,2022-12-07,PRE,813,Santiago,Región Metropolitana,ACTIVO,APP
227,Luis,López,CE,8989642546,2000-05-17,2015-10-23,PRE,840,Guadalajara,Jalisco,INACTIVO,CORRESPONSAL
228,Rosario,Valdivia,IDNAL,9318287710,1953-02-19,2020-03-05,PRE,792,Buenos Aires,Buenos Aires,ACTIVO,WEB
229,Alba,Barajas,IDNAL,6161887665,1961-12-31,2016-11-27,BAS,583,Lima,Lima,ACTIVO,APP
230,Tatiana,Saldivar,IDNAL,1966500767,1962-05-02,2022-05-01,STD,651,Santiago,Región Metropolitana,INACTIVO,APP
231,Héctor,Arenas,CE,6185710340,1997-02-03,2020-09-16,STD,631,Santiago,Región Metropolitana,ACTIVO,WEB
232,Alberto,Roque,IDNAL,5665653122,2007-06-16,2021-02-21,BAS,600,Santiago,Región Metropolitana,ACTIVO,APP
233,Blanca,Morales,IDNAL,2343459102,2006-06-15,2019-03-02,ELI,859,Bogotá,Cundinamarca,ACTIVO,CORRESPONSAL
234,Orlando,Paredes,IDNAL,9187704352,1958-01-26,2018-03-22,BAS,445,Buenos Aires,Buenos Aires,ACTIVO,APP
235,Fabián,Rangel,IDNAL,6795686304,1978-08-06,2021-09-19,BAS,573,Bogotá,Cundinamarca,ACTIVO,APP
236,Flavio,Mota,IDNAL,8780187424,2007-05-24,2022-12-03,STD,704,Medellín,Antioquia,ACTIVO,APP
237,Agustín,Holguín,IDNAL,2470617247,1967-01-23,2023-06-24,PRE,847,Barranquilla,Atlántico,ACTIVO,WEB
238,Ana María,Rosas,IDNAL,5563839027,1949-07-02,2021-07-11,BAS,579,Cali,Valle del Cauca,ACTIVO,APP
239,Nubia,Soliz,IDNAL,5790905673,1971-06-02,2021-01-09,ELI,838,Ciudad de México,Ciudad de México,ACTIVO,WEB
240,Timoteo,Carrero,IDNAL,7942167666,1987-09-06,2019-10-01,BAS,463,Bogotá,Cundinamarca,ACTIVO,APP
241,María José,Menéndez,IDNAL,8411532909,1995-11-21,2026-04-25,PRE,781,Medellín,Antioquia,INACTIVO,APP
242,José Manuél,Medina,IDNAL,6139882707,1989-07-23,2019-02-06,BAS,615,Barranquilla,Atlántico,ACTIVO,APP
243,Alfonso,Vélez,IDNAL,2305920746,1963-10-14,2023-05-21,ELI,868,Buenos Aires,Buenos Aires,ACTIVO,WEB
244,Ramón,Silva,IDNAL,6858937483,1981-07-19,2021-07-08,STD,650,Bogotá,Cundinamarca,ACTIVO,APP
245,Santiago,Luevano,IDNAL,2886690817,1949-08-15,2020-10-17,ELI,940,Medellín,Antioquia,ACTIVO,APP
246,José Emilio,Aguirre,IDNAL,9182070114,1970-05-22,2023-11-18,BAS,506,Bogotá,Cundinamarca,ACTIVO,APP
247,María Teresa,Saiz,IDNAL,602569046,1998-11-24,2026-02-19,BAS,558,Ciudad de México,Ciudad de México,ACTIVO,APP
248,Araceli,Rubio,IDNAL,7099880573,1988-03-12,2022-09-02,STD,574,Ciudad de México,Ciudad de México,ACTIVO,APP
249,Francia,Vallejo,IDNAL,5242134332,1960-04-21,2024-09-29,STD,680,Lima,Lima,ACTIVO,CORRESPONSAL
250,Claudia,Ospina,IDNAL,9076172127,1959-10-31,2024-10-27,BAS,376,Lima,Lima,ACTIVO,WEB
251,Esmeralda,Pizarro,IDNAL,5358107532,1972-03-16,2021-07-12,STD,626,Barranquilla,Atlántico,ACTIVO,APP
252,Emilia,Granado,IDNAL,7012696455,1983-07-13,2019-02-11,STD,554,Guadalajara,Jalisco,ACTIVO,APP
253,Clemente,Lozano,IDNAL,7318855178,1980-07-29,2024-05-08,STD,726,Lima,Lima,INACTIVO,APP
254,Héctor,Prada,IDNAL,9134915105,1958-08-04,2021-01-29,STD,608,Buenos Aires,Buenos Aires,ACTIVO,WEB
255,Zoé,Rincón,IDNAL,6991402837,1972-05-11,2026-05-19,STD,587,Monterrey,Nuevo León,ACTIVO,APP
256,Conchita,Vélez,IDNAL,6391102387,2000-09-23,2023-05-26,BAS,514,Medellín,Antioquia,ACTIVO,WEB
257,Gustavo,Torres,IDNAL,3542693668,1959-11-16,2020-06-04,STD,565,Córdoba,Córdoba,ACTIVO,WEB
258,Luis,Valles,IDNAL,7680705725,1944-09-23,2026-04-02,STD,594,Ciudad de México,Ciudad de México,ACTIVO,CORRESPONSAL
259,María,Quintana,IDNAL,8409682410,1988-06-17,2020-09-25,STD,727,Santiago,Región Metropolitana,ACTIVO,WEB
260,Roberto,Muro,IDNAL,4648960780,1945-02-15,2026-03-30,STD,626,Barranquilla,Atlántico,INACTIVO,APP
261,Daniel,Portillo,IDNAL,3022360089,1956-02-15,2016-12-04,STD,620,Guadalajara,Jalisco,ACTIVO,APP
262,Noelia,Solano,IDNAL,39887139,1997-03-16,2022-10-14,STD,587,Bogotá,Cundinamarca,ACTIVO,WEB
263,Helena,Girón,IDNAL,8973608649,1948-08-16,2021-11-07,BAS,545,Bogotá,Cundinamarca,ACTIVO,APP
264,Marcela,Collazo,IDNAL,8626333315,1971-07-20,2019-03-23,PRE,850,Bogotá,Cundinamarca,ACTIVO,APP
265,Dalia,Estrada,IDNAL,3850837385,1992-10-21,2025-08-18,BAS,469,Bogotá,Cundinamarca,ACTIVO,APP
266,Dayana,Álvarez,IDNAL,5359201693,1958-06-28,2016-01-21,BAS,508,Monterrey,Nuevo León,ACTIVO,APP
267,Adriana,Orosco,IDNAL,2775278048,1975-04-12,2017-07-08,PRE,773,Lima,Lima,ACTIVO,WEB
268,Ivonne,Suárez,IDNAL,8533595495,1950-08-01,2025-04-08,PRE,709,Guadalajara,Jalisco,ACTIVO,APP
269,Dora,Rodríguez,PASP,8661615016,1942-07-17,2019-04-09,BAS,503,Valparaíso,Valparaíso,ACTIVO,APP
270,Clemente,Mora,IDNAL,1727768349,1960-06-25,2020-11-14,BAS,452,Bogotá,Cundinamarca,ACTIVO,WEB
271,Karina,Cortés,IDNAL,4578929439,1991-04-11,2016-08-01,BAS,552,Buenos Aires,Buenos Aires,INACTIVO,APP
272,Eric,González,PASP,9918325299,1949-09-23,2017-12-07,BAS,534,Lima,Lima,ACTIVO,APP
273,Jerónimo,Cantillo,IDNAL,5012067717,1992-08-15,2017-08-10,STD,599,Medellín,Antioquia,ACTIVO,APP
274,Amalia,Ortiz,IDNAL,9719294726,1975-05-13,2024-04-15,PRE,724,Ciudad de México,Ciudad de México,ACTIVO,WEB
275,Luz,Nazario,IDNAL,3104309491,1992-01-05,2016-05-07,BAS,436,Bogotá,Cundinamarca,ACTIVO,APP
276,Óscar,Rodríquez,CE,644608746,1979-03-23,2019-06-03,BAS,331,Guadalajara,Jalisco,ACTIVO,APP
277,Esther,Ortiz,IDNAL,6749695577,1975-10-07,2018-08-26,STD,629,Córdoba,Córdoba,ACTIVO,WEB
278,Leonor,Pacheco,IDNAL,8061615990,1994-03-29,2021-03-02,STD,672,Barranquilla,Atlántico,INACTIVO,APP
279,María Luisa,Rodríguez,IDNAL,9842325971,1991-12-06,2023-06-29,STD,687,Guadalajara,Jalisco,ACTIVO,APP
280,Juan,Bolívar,IDNAL,3418680334,1942-01-13,2016-01-03,PRE,834,Monterrey,Nuevo León,ACTIVO,WEB
281,María,Acevedo,IDNAL,8379439373,1993-03-31,2020-10-30,STD,679,Medellín,Antioquia,ACTIVO,APP
282,Luis,Perea,IDNAL,4128258411,1990-01-11,2017-03-08,STD,699,Medellín,Antioquia,ACTIVO,WEB
283,Miguel,Bermúdez,IDNAL,3212203479,1975-12-30,2026-06-10,PRE,844,Medellín,Antioquia,ACTIVO,APP
284,Ana,Puga,IDNAL,5311894154,1999-07-04,2022-04-14,STD,605,Cali,Valle del Cauca,ACTIVO,WEB
285,Yolanda,Moreno,IDNAL,468034755,1952-10-14,2023-07-12,BAS,335,Córdoba,Córdoba,ACTIVO,APP
286,Silvia,Alfonso,CE,6235936374,1959-08-21,2017-02-19,STD,715,Medellín,Antioquia,ACTIVO,APP
287,Uriel,Galván,CE,637045876,2007-07-02,2022-05-05,BAS,341,Santiago,Región Metropolitana,ACTIVO,APP
288,Zoé,Muñoz,IDNAL,1073108894,1948-07-15,2017-08-31,STD,687,Bogotá,Cundinamarca,ACTIVO,WEB
289,Cornelio,Cedillo,IDNAL,7832617672,1988-04-20,2025-07-04,BAS,537,Arequipa,Arequipa,INACTIVO,WEB
290,Gerardo,Alonzo,IDNAL,7069459895,1947-11-11,2017-09-07,STD,620,Bogotá,Cundinamarca,ACTIVO,WEB
291,Francisca,de la Garza,IDNAL,5991473746,1967-08-25,2018-07-16,PRE,704,Guadalajara,Jalisco,ACTIVO,APP
292,Fernanda,Laureano,IDNAL,638367047,1985-08-25,2024-02-02,BAS,425,Monterrey,Nuevo León,ACTIVO,APP
293,Brayan,Martínez,IDNAL,1645038111,1955-03-05,2026-05-01,BAS,557,Santiago,Región Metropolitana,ACTIVO,APP
294,Carla,Acosta,CE,5676247763,1953-11-02,2021-01-09,BAS,464,Monterrey,Nuevo León,ACTIVO,APP
295,Ángel,Martínez,IDNAL,6568861677,2007-11-18,2017-04-21,PRE,842,Bogotá,Cundinamarca,INACTIVO,APP
296,Úrsula,Jáquez,PASP,4070780669,1965-09-29,2018-08-06,PRE,788,Medellín,Antioquia,ACTIVO,APP
297,Noelia,Arévalo,PASP,8711080868,2006-01-30,2025-03-07,STD,646,Bogotá,Cundinamarca,ACTIVO,APP
298,Isabel,Díaz,IDNAL,387652480,1982-07-18,2015-12-09,STD,668,Santiago,Región Metropolitana,ACTIVO,APP
299,María,Cedillo,PASP,3079223686,1945-08-27,2018-02-10,STD,602,Bogotá,Cundinamarca,INACTIVO,APP
300,Francisco,Salamanca,IDNAL,7138835028,1964-07-03,2021-02-01,BAS,326,Monterrey,Nuevo León,ACTIVO,APP
301,Jacobo,Mercado,IDNAL,7083175325,1989-09-22,2019-05-26,STD,721,Cali,Valle del Cauca,ACTIVO,WEB
302,Camila,Ardila,IDNAL,546957087,2006-03-02,2025-04-03,STD,598,Buenos Aires,Buenos Aires,ACTIVO,APP
303,José Emilio,Cáceres,CE,2131098613,1992-04-27,2019-08-25,BAS,404,Medellín,Antioquia,BLOQUEADO,APP
304,Ciro,Bueno,IDNAL,1918260963,1955-11-14,2016-10-02,BAS,457,Guadalajara,Jalisco,ACTIVO,APP
305,Rocío,Abreu,IDNAL,5952554500,2007-07-20,2022-08-23,STD,631,Buenos Aires,Buenos Aires,ACTIVO,APP
306,Alonso,Vásquez,PASP,7854666158,1952-09-02,2016-11-08,BAS,433,Bogotá,Cundinamarca,ACTIVO,APP
307,Sergio,Matos,IDNAL,4087357728,1964-11-10,2021-12-27,STD,695,Bogotá,Cundinamarca,ACTIVO,APP
308,Eduardo,Mireles,IDNAL,3025824435,2005-09-25,2025-12-06,STD,714,Cali,Valle del Cauca,ACTIVO,WEB
309,Lucía,Meraz,IDNAL,4185009345,1989-01-16,2020-05-22,STD,597,Medellín,Antioquia,ACTIVO,APP
310,Leidy,Orozco,PASP,659663750,1941-11-11,2017-02-02,STD,721,Cali,Valle del Cauca,ACTIVO,APP
311,Augusto,Ramírez,IDNAL,888856289,2008-02-02,2023-08-28,BAS,411,Bogotá,Cundinamarca,ACTIVO,APP
312,Víctor,Ortega,IDNAL,8981364488,1954-03-08,2022-02-02,BAS,549,Guadalajara,Jalisco,ACTIVO,WEB
313,Rosa,Irizarry,IDNAL,6292376027,1998-07-25,2025-03-14,STD,623,Lima,Lima,ACTIVO,APP
314,Israel,Briones,IDNAL,9567094448,1998-10-26,2024-06-28,PRE,724,Santiago,Región Metropolitana,ACTIVO,WEB
315,Eduar,Córdoba,IDNAL,6340498236,1968-06-20,2024-02-21,BAS,340,Cali,Valle del Cauca,ACTIVO,APP
316,Gerardo,Pérez,IDNAL,4175416378,1950-03-10,2022-10-20,BAS,341,Medellín,Antioquia,ACTIVO,CORRESPONSAL
317,Elvia,Cordero,IDNAL,3467514661,1968-01-05,2024-12-28,PRE,714,Medellín,Antioquia,ACTIVO,APP
318,Esteban,Alarcón,IDNAL,1802141793,1951-10-14,2025-03-28,STD,574,Ciudad de México,Ciudad de México,ACTIVO,WEB
319,Fidel,Lira,PASP,8065491438,1967-09-01,2025-05-01,PRE,769,Guadalajara,Jalisco,ACTIVO,CORRESPONSAL
320,María,Castillo,IDNAL,4461537013,1988-08-03,2016-06-09,BAS,461,Ciudad de México,Ciudad de México,ACTIVO,WEB
321,Marco,Rodríguez,IDNAL,5630484376,2000-01-02,2019-06-24,BAS,453,Valparaíso,Valparaíso,ACTIVO,WEB
322,Timoteo,Perdomo,IDNAL,9747084604,1982-10-08,2018-10-18,BAS,371,Santiago,Región Metropolitana,ACTIVO,APP
323,Laura,Mena,IDNAL,3526242854,1946-01-25,2024-03-22,STD,609,Bogotá,Cundinamarca,ACTIVO,WEB
324,Marcela,Delgadillo,IDNAL,247508299,1972-08-30,2021-09-24,BAS,315,Cali,Valle del Cauca,ACTIVO,CORRESPONSAL
325,Roberto,Bravo,IDNAL,9121964462,1958-01-24,2023-12-01,STD,597,Ciudad de México,Ciudad de México,ACTIVO,APP
326,Gloria,Fernández,IDNAL,1478538226,1992-07-26,2020-06-13,STD,571,Lima,Lima,ACTIVO,APP
327,Carmen,Curiel,IDNAL,3681264539,1987-09-20,2020-03-06,BAS,346,Bogotá,Cundinamarca,ACTIVO,APP
328,José,Rojo,IDNAL,2780439666,1956-10-30,2025-12-13,BAS,529,Bogotá,Cundinamarca,ACTIVO,APP
329,Alejandro,Salazar,IDNAL,7952502057,1958-10-01,2023-07-16,STD,633,Guadalajara,Jalisco,ACTIVO,APP
330,Javier,Orozco,PASP,6910817577,1988-03-05,2023-10-18,BAS,424,Lima,Lima,ACTIVO,WEB
331,Amanda,Bedoya,IDNAL,9711552009,1954-06-02,2024-05-26,BAS,332,Medellín,Antioquia,ACTIVO,APP
332,Claudio,Durán,IDNAL,3097887746,1961-09-19,2022-09-20,BAS,620,Barranquilla,Atlántico,ACTIVO,WEB
333,Yulieth,Vergara,IDNAL,3063897771,2003-04-16,2024-03-25,STD,708,Bogotá,Cundinamarca,ACTIVO,APP
334,Santiago,Lozada,IDNAL,2021988477,1990-12-13,2021-04-23,PRE,734,Santiago,Región Metropolitana,ACTIVO,APP
335,Martín,Torres,IDNAL,8103931356,1959-05-02,2023-06-28,STD,631,Bogotá,Cundinamarca,ACTIVO,APP
336,Gloria,Vergara,IDNAL,9425493870,2000-08-19,2024-08-12,STD,650,Bogotá,Cundinamarca,ACTIVO,APP
337,Rosario,Chapa,IDNAL,5766723248,1951-05-08,2018-09-01,PRE,706,Cali,Valle del Cauca,ACTIVO,CORRESPONSAL
338,Inés,Barrera,CE,9936037768,1941-12-03,2020-04-02,STD,654,Medellín,Antioquia,ACTIVO,APP
339,Jonás,Saiz,IDNAL,9145728954,1984-09-16,2022-06-18,BAS,493,Medellín,Antioquia,ACTIVO,APP
340,Tulio,Rodríguez,IDNAL,7433124121,2002-04-20,2024-08-19,ELI,927,Monterrey,Nuevo León,ACTIVO,APP
341,Alfonso,Guzmán,IDNAL,5773938304,1948-08-04,2024-02-29,STD,571,Guadalajara,Jalisco,ACTIVO,WEB
342,Claudia,Lugo,IDNAL,6546035453,2002-01-10,2021-06-06,BAS,504,Guadalajara,Jalisco,ACTIVO,APP
343,Clara,de Anda,CE,82140117,1991-01-31,2019-03-12,BAS,565,Bogotá,Cundinamarca,ACTIVO,APP
344,Nayeli,Castañeda,IDNAL,3402160254,2001-04-01,2024-09-11,STD,726,Guadalajara,Jalisco,ACTIVO,APP
345,Noemí,Cardenas,IDNAL,8797102584,1969-12-18,2022-01-25,BAS,359,Barranquilla,Atlántico,ACTIVO,APP
346,María Elena,Ortega,IDNAL,9472528521,1962-02-03,2017-04-26,STD,639,Lima,Lima,ACTIVO,APP
347,Antonio,Peralta,IDNAL,2652992543,1949-05-12,2024-01-25,BAS,358,Cali,Valle del Cauca,ACTIVO,APP
348,Patricia,Irizarry,IDNAL,6054856909,1944-04-13,2019-02-18,BAS,564,Buenos Aires,Buenos Aires,ACTIVO,WEB
349,Vanessa,Alcántar,IDNAL,3895020135,1951-10-02,2024-04-21,BAS,394,Medellín,Antioquia,ACTIVO,CORRESPONSAL
350,Felipe,Franco,IDNAL,5566372886,1945-01-03,2018-07-28,STD,659,Santiago,Región Metropolitana,ACTIVO,WEB
351,Santiago,Meneses,IDNAL,497791242,1942-04-05,2018-07-02,STD,576,Lima,Lima,ACTIVO,WEB
352,Edith,Pedraza,IDNAL,4694190173,1954-01-17,2022-06-02,STD,675,Medellín,Antioquia,ACTIVO,APP
353,Emiro,Perea,IDNAL,7730507757,1949-04-18,2016-08-06,STD,667,Ciudad de México,Ciudad de México,ACTIVO,APP
354,Fernando,Vallejo,IDNAL,7208643631,1983-03-15,2021-09-13,PRE,734,Ciudad de México,Ciudad de México,ACTIVO,APP
355,Gregorio,Cáceres,IDNAL,8107154202,1944-09-23,2020-01-19,BAS,605,Bogotá,Cundinamarca,ACTIVO,APP
356,María,Mireles,IDNAL,3120946447,1965-02-16,2018-02-16,BAS,388,Guadalajara,Jalisco,ACTIVO,APP
357,Agustín,Santiago,IDNAL,7953726023,1946-09-11,2021-01-20,STD,641,Ciudad de México,Ciudad de México,ACTIVO,APP
358,Alma,Martínez,CE,5921203386,1946-12-19,2023-02-27,STD,654,Guadalajara,Jalisco,ACTIVO,APP
359,Andrea,Cardona,IDNAL,8506916058,1948-08-02,2022-08-13,BAS,412,Bogotá,Cundinamarca,ACTIVO,APP
360,Mariana,Bustos,IDNAL,2415200001,2006-04-10,2021-10-12,BAS,553,Guadalajara,Jalisco,ACTIVO,APP
361,Mateo,Quintero,IDNAL,1943612110,1993-04-09,2015-08-21,BAS,321,Santiago,Región Metropolitana,ACTIVO,WEB
362,Maritza,Vásquez,IDNAL,3015479599,2002-08-20,2023-12-23,BAS,426,Lima,Lima,ACTIVO,APP
363,Cynthia,Hernández,IDNAL,805492785,1956-04-09,2018-11-04,ELI,850,Lima,Lima,ACTIVO,APP
364,Sandra,Gómez,IDNAL,6229869819,2007-03-11,2015-09-03,BAS,519,Cali,Valle del Cauca,ACTIVO,APP
365,María Luisa,Villa,IDNAL,3909199720,1991-04-24,2017-05-12,BAS,443,Bogotá,Cundinamarca,ACTIVO,APP
366,Alexander,Mora,IDNAL,5361144788,2007-03-05,2020-08-08,BAS,563,Monterrey,Nuevo León,INACTIVO,APP
367,Ricardo,Paz,CE,9938171175,1955-04-10,2026-03-21,STD,620,Arequipa,Arequipa,ACTIVO,CORRESPONSAL
368,Eduardo,Domínguez,PASP,3050941750,1979-11-12,2025-07-07,BAS,501,Arequipa,Arequipa,ACTIVO,APP
369,Javier,Monsalve,IDNAL,3471642620,1943-04-28,2018-01-27,STD,573,Guadalajara,Jalisco,ACTIVO,APP
370,Yeni,Feliciano,IDNAL,9820939004,1951-07-26,2020-08-14,STD,698,Guadalajara,Jalisco,ACTIVO,WEB
371,María,Muñoz,IDNAL,9030082865,1992-02-14,2019-08-23,STD,641,Guadalajara,Jalisco,ACTIVO,WEB
372,Jhon,Olivárez,PASP,7237658828,1942-06-26,2019-01-20,STD,632,Santiago,Región Metropolitana,ACTIVO,CORRESPONSAL
373,Álvaro,Tovar,IDNAL,4141593270,1972-02-22,2016-11-12,BAS,324,Ciudad de México,Ciudad de México,ACTIVO,APP
374,Jorge Luis,Ocasio,IDNAL,6135394336,1950-06-15,2025-07-14,STD,666,Buenos Aires,Buenos Aires,ACTIVO,APP
375,María,Blanco,IDNAL,171543543,1982-03-21,2026-03-28,ELI,860,Medellín,Antioquia,ACTIVO,WEB
376,Jackeline,García,PASP,2256554634,1977-01-10,2024-03-11,PRE,742,Medellín,Antioquia,ACTIVO,APP
377,Débora,López,IDNAL,3794160110,1964-02-17,2020-08-05,STD,574,Bogotá,Cundinamarca,ACTIVO,WEB
378,Rebeca,Orjuela,IDNAL,9082661614,1971-12-06,2026-07-11,STD,728,Ciudad de México,Ciudad de México,ACTIVO,APP
379,Aurelio,Flórez,IDNAL,5952291828,1943-04-14,2024-05-07,BAS,345,Ciudad de México,Ciudad de México,ACTIVO,WEB
380,Derly,Burbano,IDNAL,9965667403,2006-02-15,2018-06-13,BAS,368,Cali,Valle del Cauca,ACTIVO,WEB
381,Rosalia,Gaitán,IDNAL,446362270,1985-08-07,2018-03-20,STD,639,Ciudad de México,Ciudad de México,ACTIVO,APP
382,Florencia,Gómez,IDNAL,233079614,1979-07-31,2025-05-19,STD,572,Monterrey,Nuevo León,ACTIVO,APP
383,Rafaél,Giraldo,PASP,6154795660,1968-02-09,2024-09-12,BAS,371,Medellín,Antioquia,ACTIVO,WEB
384,Socorro,Vigil,IDNAL,4606736607,1961-04-29,2025-12-02,STD,726,Lima,Lima,ACTIVO,APP
385,Rubén,Flórez,IDNAL,2035761595,1950-11-18,2024-11-19,PRE,800,Ciudad de México,Ciudad de México,ACTIVO,APP
386,Darwin,Lugo,IDNAL,8637824374,1949-12-27,2015-09-08,BAS,555,Ciudad de México,Ciudad de México,ACTIVO,CORRESPONSAL
387,Andrés,Magaña,IDNAL,1476831585,2003-03-25,2018-05-04,BAS,498,Bogotá,Cundinamarca,ACTIVO,APP
388,Martín,Ramírez,PASP,6652264884,1961-05-19,2019-11-12,STD,568,Arequipa,Arequipa,ACTIVO,WEB
389,Leonardo,Angarita,IDNAL,9140614440,1948-05-29,2026-02-20,BAS,559,Cali,Valle del Cauca,ACTIVO,APP
390,Julio,Reyes,IDNAL,9902800826,1980-02-01,2020-12-24,STD,687,Medellín,Antioquia,ACTIVO,APP
391,Claudia,Vargas,IDNAL,7047347877,1998-10-09,2017-11-19,BAS,574,Cali,Valle del Cauca,ACTIVO,APP
392,Henry,Marín,IDNAL,467432617,1998-11-19,2017-12-24,STD,661,Ciudad de México,Ciudad de México,ACTIVO,APP
393,Ramón,Benítez,IDNAL,2712815143,1993-12-11,2016-03-22,PRE,714,Medellín,Antioquia,ACTIVO,APP
394,Andrés,Arango,IDNAL,5866146362,2002-04-06,2017-11-16,STD,591,Lima,Lima,ACTIVO,APP
395,José,Osorio,IDNAL,2156792018,1999-04-22,2024-05-06,BAS,437,Bogotá,Cundinamarca,ACTIVO,WEB
396,Estefanía,Duarte,IDNAL,1541015125,1993-06-02,2019-07-18,BAS,434,Medellín,Antioquia,ACTIVO,APP
397,Raúl,Moreno,IDNAL,7694264068,1973-07-24,2016-05-22,STD,695,Medellín,Antioquia,ACTIVO,APP
398,Susana,López,IDNAL,9720868499,1967-03-27,2021-10-24,BAS,560,Ciudad de México,Ciudad de México,ACTIVO,WEB
399,Leonor,Rivera,IDNAL,6512767226,1997-03-19,2023-11-19,PRE,745,Barranquilla,Atlántico,ACTIVO,APP
400,Sergio,Sánchez,PASP,1889350539,1946-11-06,2019-03-14,PRE,782,Lima,Lima,ACTIVO,CORRESPONSAL
401,José Manuél,Nájera,IDNAL,2839444315,1996-10-19,2017-07-12,PRE,713,Ciudad de México,Ciudad de México,ACTIVO,WEB
402,Javier,Rojas,IDNAL,1764798660,1944-07-15,2025-05-10,PRE,772,Medellín,Antioquia,INACTIVO,CORRESPONSAL
403,Gustavo,Vega,IDNAL,240140248,2004-05-16,2024-05-22,BAS,455,Bogotá,Cundinamarca,ACTIVO,APP
404,Alberto,Limón,IDNAL,5225228951,2000-08-14,2018-07-02,BAS,579,Córdoba,Córdoba,ACTIVO,CORRESPONSAL
405,Dalia,Verduzco,IDNAL,6488857684,1990-11-18,2023-04-25,BAS,304,Bogotá,Cundinamarca,ACTIVO,APP
406,Maximiliano,Flórez,CE,71135963,1997-11-05,2025-11-25,BAS,571,Lima,Lima,ACTIVO,WEB
407,José,Galeano,CE,3231461054,1974-06-02,2025-11-12,BAS,322,Bogotá,Cundinamarca,INACTIVO,CORRESPONSAL
408,Susana,Guzmán,PASP,3757341777,1957-03-21,2022-01-31,PRE,721,Barranquilla,Atlántico,ACTIVO,WEB
409,Juan,Pizarro,IDNAL,5388113899,2003-07-14,2020-06-02,STD,719,Ciudad de México,Ciudad de México,ACTIVO,APP
410,Rocío,Aguilar,CE,2232360156,1986-02-21,2020-12-21,BAS,467,Lima,Lima,ACTIVO,APP
411,Julieth,Polanco,IDNAL,6597520265,1983-03-29,2022-05-12,BAS,379,Lima,Lima,ACTIVO,APP
412,Daniela,Díaz,IDNAL,9906999563,1994-04-14,2017-12-12,BAS,531,Cali,Valle del Cauca,ACTIVO,APP
413,Maximiliano,Páez,IDNAL,430693397,1995-02-04,2024-12-19,BAS,608,Monterrey,Nuevo León,ACTIVO,APP
414,Javier,Alfonso,IDNAL,3454740118,1973-09-12,2017-02-05,PRE,831,Bogotá,Cundinamarca,ACTIVO,APP
415,Ramón,Nevárez,IDNAL,2615759047,2004-12-07,2026-01-17,BAS,584,Córdoba,Córdoba,ACTIVO,APP
416,Alejandro,del Río,IDNAL,1885370603,1999-06-25,2018-11-30,BAS,413,Bogotá,Cundinamarca,ACTIVO,WEB
417,Ofelia,de la O,IDNAL,1545071541,2007-12-29,2017-01-28,PRE,766,Guadalajara,Jalisco,ACTIVO,APP
418,Julio,Camacho,PASP,2517195150,1991-10-01,2017-02-18,BAS,347,Monterrey,Nuevo León,BLOQUEADO,APP
419,Daniel,Romero,PASP,9561866411,1972-07-19,2025-05-19,PRE,846,Ciudad de México,Ciudad de México,ACTIVO,APP
420,Ramiro,Palomo,IDNAL,2399300652,1964-09-26,2024-05-01,STD,597,Bogotá,Cundinamarca,ACTIVO,APP
